Year,Country,NUTS2_Code,Econ_Freedom,Pop,GDP_Millions_Euro,Total_Household_Income,Tourism_NightStays,Flight_Arrivals,Year_PostBudget,Tourism_Employed
2016,EL,EL30,53.2,3781274,"83,872.31","44,694.26","2,687,741","10,047",1,
2017,EL,EL30,55,3773559,"85,285.21",:,"2,718,750","10,911",1,
2007,EL,EL41,58.7,198191,"3,304.37","2,430.91",:,703,0,
2008,EL,EL41,60.6,198675,"3,513.52","2,523.52",:,690,0,
2009,EL,EL41,60.8,199517,"3,395.47","2,572.29","889,116",715,0,
2010,EL,EL41,62.7,200179,"3,184.47","2,550.84","686,622",647,0,
2011,EL,EL41,60.3,200831,"2,944.12","2,261.64","535,919",607,0,
2012,EL,EL41,55.4,200591,"2,678.17","2,086.13","439,798",535,0,
2013,EL,EL41,55.4,199478,"2,572.94","1,921.92","486,655",508,0,
2014,EL,EL41,55.7,198581,"2,552.55","1,825.88","517,502",578,0,
2015,EL,EL41,54,197695,"2,504.20","1,800.72","493,080",594,0,
2016,EL,EL41,53.2,196654,"2,455.45","1,819.24","501,369",528,0,
2017,EL,EL41,55,203700,"2,497.82",:,"579,629",560,0,
2007,EL,EL42,58.7,327471,"7,683.25","4,348.66","1,545,850","3,377",0,
2008,EL,EL42,60.6,329525,"8,183.03","4,507.67","1,636,123","3,298",0,
2009,EL,EL42,60.8,331815,"7,599.14","4,537.24","4,928,925","3,190",0,
2010,EL,EL42,62.7,332652,"7,236.17","4,885.53","4,248,837","3,322",0,
2011,EL,EL42,60.3,333983,"6,603.42","4,582.60","2,377,037","3,823",0,
2012,EL,EL42,55.4,334780,"6,079.42","4,013.76","3,196,453","3,582",0,
2013,EL,EL42,55.4,334652,"5,983.12","3,663.07","3,236,852","3,994",0,
2014,EL,EL42,55.7,334802,"6,042.11","4,418.70","3,248,152","4,522",0,
2015,EL,EL42,54,334865,"6,120.53","4,460.35","3,096,059","4,725",0,
2016,EL,EL42,53.2,334791,"5,980.76","4,506.82","3,599,180","4,960",0,
2017,EL,EL42,55,338383,"6,113.81",:,"3,503,867","5,587",0,
2007,EL,EL43,58.7,608988,"11,200.47","7,934.44","1,166,117","3,651",0,
2008,EL,EL43,60.6,613144,"11,807.52","7,932.83","1,155,522","3,648",0,
2009,EL,EL43,60.8,618317,"11,509.23","7,834.16","1,733,407","3,414",0,
2010,EL,EL43,62.7,623113,"10,859.92","6,891.31","1,575,753","3,275",0,
2011,EL,EL43,60.3,627144,"9,715.67","6,189.52","1,850,870","3,502",0,
2012,EL,EL43,55.4,629367,"8,845.34","5,812.30","1,107,325","3,447",0,
2013,EL,EL43,55.4,630085,"8,564.52","5,393.38","1,102,198","3,935",0,
2014,EL,EL43,55.7,630889,"8,780.96","5,789.37","1,075,085","4,241",0,
2015,EL,EL43,54,631513,"8,880.05","5,677.49","1,102,350","4,381",0,
2016,EL,EL43,53.2,631812,"8,732.22","5,754.02","1,136,297","4,850",0,
2017,EL,EL43,55,632674,"8,961.88",:,"1,061,477","5,191",0,
2007,EL,EL51,58.7,602965,"8,906.26","6,718.14","1,075,682",321,0,
2008,EL,EL51,60.6,605411,"9,450.34","6,829.58","1,127,328",304,0,
2009,EL,EL51,60.8,608639,"9,306.01","6,888.12","1,536,136",319,0,
2010,EL,EL51,62.7,610112,"9,197.63","6,282.10","1,307,428",289,0,
2011,EL,EL51,60.3,611573,"8,149.88","5,597.06",:,243,0,
2012,EL,EL51,55.4,612074,"7,579.47","5,290.90","1,036,370",207,0,
2013,EL,EL51,55.4,610102,"7,004.48","4,838.40","1,084,516",188,0,
2014,EL,EL51,55.7,608214,"6,877.74","4,785.21","956,859",191,0,
2015,EL,EL51,54,606490,"6,830.77","4,710.87","915,157",205,0,
2016,EL,EL51,53.2,604504,"6,901.25","4,692.32","964,853",209,0,
2017,EL,EL51,55,602799,"6,938.65",:,"991,908",250,0,
2007,EL,EL52,58.7,1899242,"31,951.55","23,528.01","2,913,185","2,075",0,
2008,EL,EL52,60.6,1905904,"33,304.45","24,368.18","3,217,815","2,075",0,
2009,EL,EL52,60.8,1913980,"32,439.07","24,268.91","5,294,872","2,042",0,
2010,EL,EL52,62.7,1921906,"30,347.86","22,482.02","4,871,623","1,944",0,
2011,EL,EL52,60.3,1925437,"28,091.55","20,375.94",:,"1,964",0,
2012,EL,EL52,55.4,1922590,"25,807.04","19,007.20","3,589,360","1,988",0,
2013,EL,EL52,55.4,1912624,"24,172.29","17,494.39","3,511,737","2,007",0,
2014,EL,EL52,55.7,1903360,"23,771.40","17,052.22","3,554,669","2,458",1,
2015,EL,EL52,54,1893878,"23,918.11","16,720.16","3,771,819","2,654",1,
2016,EL,EL52,53.2,1883339,"24,237.43","16,922.98","4,058,939","2,820",1,
2017,EL,EL52,55,1880122,"24,952.66",:,"3,943,656","3,153",1,
2007,EL,EL53,58.7,286855,"4,978.84","3,454.54",:,3,0,
2008,EL,EL53,60.6,286696,"4,801.57","3,600.58",:,3,0,
2009,EL,EL53,60.8,286672,"5,038.60","3,648.09","416,614",4,0,
2010,EL,EL53,62.7,286450,"4,980.91","3,402.95","368,652",2,0,
2011,EL,EL53,60.3,285899,"4,818.94","3,130.90",:,4,0,
2012,EL,EL53,55.4,284061,"4,724.15","3,015.96","288,303",4,0,
2013,EL,EL53,55.4,281324,"4,398.39","2,790.77","327,757",4,0,
2014,EL,EL53,55.7,278706,"4,530.01","2,725.33","332,729",3,0,
2015,EL,EL53,54,276423,"4,336.71","2,639.05","319,265",3,0,
2016,EL,EL53,53.2,273843,"3,915.54","2,510.48","302,236",5,0,
2017,EL,EL53,55,271488,"4,010.06",:,"318,897",4,0,
2007,EL,EL54,58.7,343786,"5,028.61","3,969.33","700,821",71,0,
2008,EL,EL54,60.6,344410,"5,157.90","4,135.17","666,034",67,0,
2009,EL,EL54,60.8,345167,"5,024.51","4,277.21","1,038,844",69,0,
2010,EL,EL54,62.7,345960,"4,930.15","4,116.37","1,025,946",60,0,
2011,EL,EL54,60.3,346503,"4,611.25","3,645.07",:,44,0,
2012,EL,EL54,55.4,345437,"4,187.22","3,377","861,912",35,0,
2013,EL,EL54,55.4,343128,"3,989.21","3,093.86","856,357",32,0,
2014,EL,EL54,55.7,341046,"3,955.23","2,914.73","877,368",39,0,
2015,EL,EL54,54,339142,"3,925.24","2,830.93","814,325",43,0,
2016,EL,EL54,53.2,336834,"3,960.03","2,788.08","838,907",48,0,
2017,EL,EL54,55,335250,"4,001.38",:,"899,594",47,0,
2007,EL,EL61,58.7,743210,"11,752.20","8,953.72","1,292,159",134,0,
2008,EL,EL61,60.6,743919,"12,186.27","9,949.15","1,318,514",134,0,
2009,EL,EL61,60.8,745569,"11,814.34","9,485.38","2,222,920",131,0,
2010,EL,EL61,62.7,746976,"10,835.34","8,463.67","2,019,720",142,0,
2011,EL,EL61,60.3,747690,"9,953.17","7,588.41",:,170,0,
2012,EL,EL61,55.4,745839,"9,516.79","6,991.45","1,577,642",165,0,
2013,EL,EL61,55.4,741593,"9,064.71","6,430.27","1,537,646",166,0,
2014,EL,EL61,55.7,737686,"9,114.24","6,230.62","1,497,996",190,0,
2015,EL,EL61,54,733663,"9,153.57","6,026.25","1,455,325",188,0,
2016,EL,EL61,53.2,729442,"9,213.91","5,966.11","1,637,038",208,0,
2017,EL,EL61,55,725874,"9,436.89",:,"1,672,134",219,0,
2007,EL,EL62,58.7,207149,"4,285.30","2,652.55","1,194,146","1,675",0,
2008,EL,EL62,60.6,207508,"4,522.18","2,643.95","1,180,764","1,651",0,
2009,EL,EL62,60.8,208161,"4,200.25","2,664.04","2,302,158","1,515",0,
2010,EL,EL62,62.7,208675,"3,992.38","2,675.89","2,070,729","1,478",0,
2011,EL,EL62,60.3,209221,"3,479.28","2,427.76",:,"1,550",0,
2012,EL,EL62,55.4,209131,"3,259.88","2,270.44","1,364,296","1,577",0,
2013,EL,EL62,55.4,208241,"3,066.45","2,107.01","1,502,798","1,767",0,
2014,EL,EL62,55.7,207664,"3,111.77","2,305.52","1,711,459","2,022",0,
2015,EL,EL62,54,207059,"3,128.53","2,241.13","1,682,752","2,094",0,
2016,EL,EL62,53.2,206141,"3,124.42","2,226.77","1,781,565","2,352",0,
2017,EL,EL62,55,205431,"3,158.92",:,"1,896,423","2,584",0,
2007,EL,EL63,58.7,694901,"11,243.68","7,928.66","1,047,636",220,0,
2008,EL,EL63,60.6,693549,"11,364.73","8,477.35","1,025,721",216,0,
2009,EL,EL63,60.8,692990,"10,889.66","8,311.17","1,247,834",196,0,
2010,EL,EL63,62.7,692269,"10,671.39","7,531.30","1,163,383",187,0,
2011,EL,EL63,60.3,690904,"9,610.56","6,610.64",:,185,0,
2012,EL,EL63,55.4,687935,"8,956.60","5,926.84","984,738",211,0,
2013,EL,EL63,55.4,682583,"8,274.67","5,431.94","941,324",228,0,
2014,EL,EL63,55.7,677727,"8,195.70","5,243.76","947,742",253,0,
2015,EL,EL63,54,673263,"8,155.80","5,090.90","988,292",269,0,
2016,EL,EL63,53.2,668258,"8,031.87","5,042.98","1,030,380",300,0,
2017,EL,EL63,55,663970,"8,164.38",:,"1,026,668",353,0,
2007,EL,EL64,58.7,555149,"10,562.47","6,826.67","1,191,801",5,0,
2008,EL,EL64,60.6,555577,"10,879.47","6,939.13","1,132,298",5,0,
2009,EL,EL64,60.8,557291,"10,404.88","7,048.40","1,699,991",5,0,
2010,EL,EL64,62.7,559655,"9,903.19","6,646.09","1,625,480",2,0,
2011,EL,EL64,60.3,561693,"9,273.45","5,853.18",:,2,0,
2012,EL,EL64,55.4,561670,"8,628.03","4,781.68","1,063,872",7,0,
2013,EL,EL64,55.4,560093,"8,074.66","4,392.73","1,132,225",10,0,
2014,EL,EL64,55.7,559214,"7,911.69","4,798.30","1,108,975",6,0,
2015,EL,EL64,54,557753,"7,960.02","4,577.76","1,101,473",11,0,
2016,EL,EL64,53.2,555830,"8,185.24","3,937.29","1,204,268",8,0,
2017,EL,EL64,55,555761,"8,552.40",:,"1,279,997",8,0,
2007,EL,EL65,58.7,585499,"9,789.69","7,162.78","1,593,615",56,0,
2008,EL,EL65,60.6,585892,"10,102.45","7,296.79","1,661,070",40,0,
2009,EL,EL65,60.8,587170,"9,912.12","7,511.32","2,253,604",38,0,
2010,EL,EL65,62.7,588471,"9,429.89","7,032.95","2,155,021",48,0,
2011,EL,EL65,60.3,589602,"8,806.03","6,194.79",:,49,0,
2012,EL,EL65,55.4,589044,"8,270.49","5,631.59","1,737,116",50,0,
2013,EL,EL65,55.4,586863,"7,846.75","5,186.60","1,896,910",67,0,
2014,EL,EL65,55.7,585155,"7,766.01","5,058.44","1,933,343",117,0,
2015,EL,EL65,54,583431,"7,830.24","4,900.60","1,939,688",93,0,
2016,EL,EL65,53.2,581026,"7,877.51","4,920.06","2,086,852",114,0,
2017,EL,EL65,55,579182,"8,143.53",:,"2,094,096",137,0,
2007,ES,ES11,69.2,2741074,"56,233.89","36,255.80","7,776,844","2,300",0,
2008,ES,ES11,69.1,2754766,"58,586.07","37,450.10","7,626,452","2,131",0,
2009,ES,ES11,70.1,2767469,"56,742.06","36,046.30","7,475,558","2,015",0,
2010,ES,ES11,69.6,2772466,"57,028.03","35,672.90","8,087,999","2,136",0,
2011,ES,ES11,70.2,2773411,"55,832.85","35,817.60","7,058,366","2,182",0,
2012,ES,ES11,69.1,2771916,"54,028.45","34,072.10","6,429,410","1,893",0,
2013,ES,ES11,68,2761989,"53,715.42","33,449.20","6,436,841","1,756",0,
2014,ES,ES11,67.2,2747226,"53,981.10","34,106.50","6,707,630","1,831",0,
2015,ES,ES11,67.6,2734656,"56,300.06","34,574.70","7,159,138","1,973",1,
2016,ES,ES11,68.5,2720102,"57,958.87","35,170.50","7,808,275","2,213",1,
2017,ES,ES11,63.6,2710216,"60,568.09",:,"8,226,607","2,372",1,
2007,ES,ES12,69.2,1065287,"23,239.37","15,282.50","4,457,453",778,0,
2008,ES,ES12,69.1,1071079,"23,990.38","15,809.80","4,023,889",760,0,
2009,ES,ES12,70.1,1076276,"22,724.92","14,941.20","4,056,632",654,0,
2010,ES,ES12,69.6,1077102,"22,869.83","14,758.40","4,057,694",674,0,
2011,ES,ES12,70.2,1075869,"22,466.73","14,958.40","4,110,082",666,0,
2012,ES,ES12,69.1,1074308,"21,421.16","14,033.80","3,780,656",654,0,
2013,ES,ES12,68,1067797,"20,670.72","13,666.40","3,685,914",516,0,
2014,ES,ES12,67.2,1058975,"20,562.67","13,731.10","3,862,893",531,0,
2015,ES,ES12,67.6,1049875,"21,247.44","13,784.40","4,310,963",560,0,
2016,ES,ES12,68.5,1040925,"21,597.59","13,719.50","4,553,988",641,0,
2017,ES,ES12,63.6,1034302,"22,909.98",:,"4,877,712",703,0,
2007,ES,ES13,69.2,568196,"12,845.74","8,682.10","3,885,481",380,0,
2008,ES,ES13,69.1,577267,"13,279.84","9,013.60","3,643,306",427,0,
2009,ES,ES13,70.1,584657,"12,810.14","8,555.20","3,881,161",474,0,
2010,ES,ES13,69.6,588512,"12,826.97","8,274.50","3,713,181",455,0,
2011,ES,ES13,70.2,590867,"12,592.66","8,329.90","3,646,819",553,0,
2012,ES,ES13,69.1,592383,"12,153.37","7,823","3,457,233",554,0,
2013,ES,ES13,68,590036,"11,751.42","7,695.90","3,368,888",480,0,
2014,ES,ES13,67.2,587682,"11,935.69","7,860.90","3,627,654",406,0,
2015,ES,ES13,67.6,585359,"12,181.45","7,943.20","3,920,179",436,0,
2016,ES,ES13,68.5,582504,"12,571.26","8,129.10","4,229,379",389,0,
2017,ES,ES13,63.6,581490,"13,187.15",:,"4,455,032",466,0,
2007,ES,ES21,69.2,2142602,"65,091.94","42,406.70","3,204,989","2,450",0,
2008,ES,ES21,69.1,2159415,"67,701.04","44,427.50","3,065,945","2,309",0,
2009,ES,ES21,70.1,2174077,"64,938.34","42,227.10","3,164,449","1,993",0,
2010,ES,ES21,69.6,2179521,"65,683.84","41,914.70","3,396,893","2,097",1,
2011,ES,ES21,70.2,2183136,"65,181.96","42,237.70","3,706,007","2,152",1,
2012,ES,ES21,69.1,2184696,"63,824.65","40,727.20","3,600,059","2,216",1,
2013,ES,ES21,68,2177006,"62,654.01","40,100.10","3,372,470","2,013",1,
2014,ES,ES21,67.2,2167166,"63,895.92","40,435.90","3,719,938","2,111",1,
2015,ES,ES21,67.6,2165100,"66,118.90","40,973.80","4,139,830","2,256",1,
2016,ES,ES21,68.5,2164066,"68,391.95","41,937.50","4,358,044","2,437",1,
2017,ES,ES21,63.6,2167323,"71,464.33",:,"4,589,452","2,661",1,
2007,ES,ES22,69.2,602835,"17,958.62","11,980.60","1,763,347",247,0,
2008,ES,ES22,69.1,616710,"18,739.48","12,446.40","1,827,865",215,0,
2009,ES,ES22,70.1,627286,"18,205.76","12,067.40","1,772,588",163,0,
2010,ES,ES22,69.6,633023,"18,257.73","12,043","1,838,097",142,0,
2011,ES,ES22,70.2,637100,"18,222.13","12,281.80","2,029,299",116,0,
2012,ES,ES22,69.1,640014,"17,574.77","11,683.20","1,890,097",91,0,
2013,ES,ES22,68,638948,"17,482.64","11,402.20","1,875,870",76,0,
2014,ES,ES22,67.2,636450,"17,836.02","11,562.60","2,003,935",68,0,
2015,ES,ES22,67.6,636402,"18,403.54","11,759.30","2,142,969",73,0,
2016,ES,ES22,68.5,637486,"19,055.93","11,869.70","2,334,526",:,0,
2017,ES,ES22,63.6,640353,"19,776.87",:,"2,464,173",:,0,
2007,ES,ES23,69.2,308117,"7,963.06","5,098.50","1,154,163",:,0,
2008,ES,ES23,69.1,316197,"8,275.66","5,266.60","1,185,220",:,0,
2009,ES,ES23,70.1,319788,"7,950.57","5,010.90","1,192,280",:,0,
2010,ES,ES23,69.6,319934,"8,014.06","4,954","1,198,901",:,0,
2011,ES,ES23,70.2,320858,"7,914.19","5,046.90","1,268,405",:,0,
2012,ES,ES23,69.1,320951,"7,655.94","4,773","1,202,572",:,0,
2013,ES,ES23,68,318647,"7,517.93","4,699.40","1,184,785",:,0,
2014,ES,ES23,67.2,315223,"7,647.15","4,794.60","1,215,291",:,0,
2015,ES,ES23,67.6,313569,"7,886.07","4,842.50","1,293,599",:,0,
2016,ES,ES23,68.5,312810,"7,944.56","4,917.80","1,331,211",:,0,
2017,ES,ES23,63.6,312624,"8,182.36",:,"1,419,750",:,0,
2007,ES,ES24,69.2,1294243,"34,228.25","22,266.30","5,201,422",255,0,
2008,ES,ES24,69.1,1325426,"35,616.75","23,042.30","5,807,150",299,0,
2009,ES,ES24,70.1,1342788,"34,139.19","22,137.70","4,897,643",265,0,
2010,ES,ES24,69.6,1344181,"34,408.15","21,743.30","5,079,329",303,0,
2011,ES,ES24,70.2,1344385,"33,920.02","21,924.70","4,919,693",375,0,
2012,ES,ES24,69.1,1343807,"32,538.08","20,972.40","4,621,594",276,0,
2013,ES,ES24,68,1338316,"32,587.12","20,478.60","4,581,448",229,0,
2014,ES,ES24,67.2,1331301,"32,801.43","20,654.80","4,829,877",206,0,
2015,ES,ES24,67.6,1326403,"33,326.71","20,763.80","5,295,805",210,0,
2016,ES,ES24,68.5,1318571,"34,698.77","21,184.20","5,869,527",207,0,
2017,ES,ES24,63.6,1316072,"36,379.70",:,"6,322,265",218,0,
2007,ES,ES30,69.2,6075013,"194,533.37","127,058.80","10,569,661","25,588",0,
2008,ES,ES30,69.1,6226185,"202,013.71","132,057.60","10,231,172","25,150",0,
2009,ES,ES30,70.1,6327559,"199,508.68","130,975.70","9,847,064","23,938",0,
2010,ES,ES30,69.6,6373546,"197,925.56","129,641","10,717,464","24,921",0,
2011,ES,ES30,70.2,6394252,"198,904.46","132,509.60","11,203,316","24,735",0,
2012,ES,ES30,69.1,6425522,"195,628.80","127,497.80","10,744,226","22,540",0,
2013,ES,ES30,68,6414620,"192,900.11","125,559","10,094,858","19,814",0,
2014,ES,ES30,67.2,6378297,"195,190.75","128,908.80","11,333,273","20,782",0,
2015,ES,ES30,67.6,6385298,"204,304.27","132,754.60","12,260,649","23,179",0,
2016,ES,ES30,68.5,6424275,"211,781.88","136,290.70","12,333,284","24,673",0,
2017,ES,ES30,63.6,6476838,"220,024.92",:,"12,781,742","26,117",0,
2007,ES,ES41,69.2,2514206,"55,831.50","36,826.30","8,393,839",241,0,
2008,ES,ES41,69.1,2541720,"57,094.65","37,602.10","8,333,298",234,0,
2009,ES,ES41,70.1,2549172,"55,460.18","36,214.20","8,167,268",177,0,
2010,ES,ES41,69.6,2547401,"55,560.95","35,914.40","7,998,088",189,0,
2011,ES,ES41,70.2,2545301,"55,081.11","36,075.70","7,891,115",225,0,
2012,ES,ES41,69.1,2537685,"53,450.87","34,446.20","7,276,140",183,0,
2013,ES,ES41,68,2518560,"51,856.25","33,430.20","7,195,565",126,0,
2014,ES,ES41,67.2,2495689,"51,886.60","33,669.80","7,592,315",108,0,
2015,ES,ES41,67.6,2478079,"53,534.64","33,913.60","8,201,194",106,0,
2016,ES,ES41,68.5,2454454,"55,211.84","34,230.70","8,707,097",112,0,
2017,ES,ES41,63.6,2435951,"56,819.65",:,"9,167,550",109,0,
2007,ES,ES42,69.2,1971208,"38,706.88","25,629.20","4,001,191",:,0,
2008,ES,ES42,69.1,2031840,"40,391.08","26,529","3,934,042",:,0,
2009,ES,ES42,70.1,2066428,"39,212.30","25,867.40","3,765,811",:,0,
2010,ES,ES42,69.6,2084468,"39,231.99","25,665.90","3,768,816",:,0,
2011,ES,ES42,70.2,2099064,"38,777.29","25,541.60","3,613,403",:,0,
2012,ES,ES42,69.1,2105935,"37,506.92","23,971.60","3,218,668",:,0,
2013,ES,ES42,68,2094406,"36,584.80","23,747.20","3,191,153",:,0,
2014,ES,ES42,67.2,2075197,"35,765.87","23,657","3,576,273",:,0,
2015,ES,ES42,67.6,2062767,"37,442.01","24,321","3,755,773",:,0,
2016,ES,ES42,68.5,2048900,"38,748.60","25,023.90","4,173,671",:,0,
2017,ES,ES42,63.6,2040977,"40,298.76",:,"4,319,974",:,0,
2007,ES,ES43,69.2,1081872,"17,482.46","11,702","2,397,938",:,0,
2008,ES,ES43,69.1,1089655,"18,155.60","11,977.40","2,408,927",:,0,
2009,ES,ES43,70.1,1094693,"17,778.37","11,551.20","2,374,393",:,0,
2010,ES,ES43,69.6,1099610,"18,027.65","11,552.60","2,323,107",:,0,
2011,ES,ES43,70.2,1102299,"17,564.74","11,475.60","2,519,969",:,0,
2012,ES,ES43,69.1,1104336,"16,876.53","10,760.20","2,382,860",:,0,
2013,ES,ES43,68,1100970,"16,782.77","10,780.80","2,269,205",:,0,
2014,ES,ES43,67.2,1096421,"16,706.85","10,798.60","2,397,459",:,0,
2015,ES,ES43,67.6,1091623,"17,522.73","11,024","2,554,590",:,0,
2016,ES,ES43,68.5,1084969,"18,134.01","11,300.30","2,774,557",:,0,
2017,ES,ES43,63.6,1077525,"18,838.49",:,"2,872,151",:,0,
2007,ES,ES51,69.2,7151682,"203,402.64","132,660.60","24,499,307","19,441",0,
2008,ES,ES51,69.1,7311146,"209,013.65","136,731.90","23,874,068","18,617",0,
2009,ES,ES51,70.1,7427092,"202,037.46","132,927.80","24,272,756","17,114",0,
2010,ES,ES51,69.6,7463488,"203,334.36","131,113.80","24,996,573","17,748",0,
2011,ES,ES51,70.2,7493263,"200,201.83","131,783.30","25,272,530","19,329",0,
2012,ES,ES51,69.1,7514991,"195,228.35","126,578.60","23,488,463","19,393",0,
2013,ES,ES51,68,7480921,"193,145.56","124,756.80","22,312,262","19,424",0,
2014,ES,ES51,67.2,7416237,"196,675.72","127,387.10","24,486,301","20,198",0,
2015,ES,ES51,67.6,7396991,"205,349.96","130,664.90","26,185,923","20,929",0,
2016,ES,ES51,68.5,7408290,"213,930.54","133,800.60","27,613,031","23,077",0,
2017,ES,ES51,63.6,7441284,"223,987.88",:,"28,310,446","24,860",0,
2007,ES,ES52,69.2,4801628,"105,192.64","67,857.40","22,628,401","7,473",0,
2008,ES,ES52,69.1,4928095,"108,512.42","69,697.50","20,755,565","7,657",0,
2009,ES,ES52,70.1,4981284,"102,786.08","65,703.70","20,582,640","6,901",0,
2010,ES,ES52,69.6,4989631,"102,334.17","63,958.80","20,881,218","7,131",0,
2011,ES,ES52,70.2,4999192,"100,673.27","64,461.90","21,159,275","7,421",0,
2012,ES,ES52,69.1,5009650,"96,437.17","60,713.20","20,100,097","6,784",0,
2013,ES,ES52,68,4987011,"95,256.48","59,639.50","20,044,419","7,095",0,
2014,ES,ES52,67.2,4956427,"97,309.73","60,976.10","20,654,387","7,317",0,
2015,ES,ES52,67.6,4939674,"100,851.36","62,421.80","21,987,339","7,805",0,
2016,ES,ES52,68.5,4932347,"104,187.81","63,801","23,415,722","9,042",0,
2017,ES,ES52,63.6,4935182,"108,632.63",:,"23,857,652","10,193",0,
2007,ES,ES53,69.2,1005181,"26,144.87","17,368.50","7,773,530","15,276",0,
2008,ES,ES53,69.1,1042857,"27,195.04","17,822.40","7,736,884","14,966",0,
2009,ES,ES53,70.1,1070167,"26,154.30","17,146.30","7,214,520","14,024",0,
2010,ES,ES53,69.6,1083679,"26,195.90","16,702.70","6,945,359","14,260",0,
2011,ES,ES53,70.2,1091664,"26,032.28","16,976.10","7,065,351","15,401",0,
2012,ES,ES53,69.1,1100715,"25,649.04","16,352.60","5,804,348","15,300",1,
2013,ES,ES53,68,1110112,"25,510.55","16,305.40","5,627,345","15,468",1,
2014,ES,ES53,67.2,1115841,"26,300.70","16,854","5,556,096","15,890",1,
2015,ES,ES53,67.6,1124972,"27,617.76","17,630.70","5,909,218","16,460",1,
2016,ES,ES53,68.5,1135527,"29,134.15","18,594.60","5,758,040","18,351",1,
2017,ES,ES53,63.6,1150962,"30,435.86",:,"6,351,317","19,584",1,
2007,ES,ES61,69.2,7986600,"148,644.78","95,851.30","29,520,872","11,062",0,
2008,ES,ES61,69.1,8118570,"152,143.74","97,388.30","28,624,342","10,319",0,
2009,ES,ES61,70.1,8212968,"146,322.01","94,683.30","27,977,563","9,265",1,
2010,ES,ES61,69.6,8276008,"146,132.06","92,508.20","28,601,787","9,477",1,
2011,ES,ES61,70.2,8332080,"144,664.22","92,867.90","27,748,518","10,106",1,
2012,ES,ES61,69.1,8377810,"139,723.87","87,376.70","25,951,010","9,500",1,
2013,ES,ES61,68,8393175,"137,390.52","86,538","26,561,363","9,263",1,
2014,ES,ES61,67.2,8388875,"139,084.27","87,453.20","28,206,248","9,788",1,
2015,ES,ES61,67.6,8399618,"145,760.53","90,640.30","29,397,267","10,381",1,
2016,ES,ES61,68.5,8403774,"149,691.50","92,295.10","30,214,525","11,863",1,
2017,ES,ES61,63.6,8408976,"155,934.71",:,"30,296,716","13,261",1,
2007,ES,ES62,69.2,1385717,"27,989.74","17,979.10","3,728,080",996,0,
2008,ES,ES62,69.1,1419563,"29,138.44","18,527.30","3,515,910",935,0,
2009,ES,ES62,70.1,1441787,"27,798.25","17,764.60","3,235,826",813,0,
2010,ES,ES62,69.6,1453543,"27,985.88","17,510","3,283,161",676,0,
2011,ES,ES62,70.2,1459075,"27,245.65","17,403.60","3,190,960",633,0,
2012,ES,ES62,69.1,1461925,"26,550.22","16,461.30","2,993,029",590,0,
2013,ES,ES62,68,1461983,"26,482.07","16,468.40","3,039,290",570,0,
2014,ES,ES62,67.2,1461803,"26,611.56","16,516","3,043,207",548,0,
2015,ES,ES62,67.6,1463773,"28,236.27","17,108.30","3,050,211",535,0,
2016,ES,ES62,68.5,1466474,"29,115.52","17,531.80","3,257,571",550,0,
2017,ES,ES62,63.6,1472991,"30,410.39",:,"3,382,545",600,0,
2007,ES,ES63,69.2,74161,"1,521.35","1,039.40",:,:,0,
2008,ES,ES63,69.1,75250,"1,573.49","1,074.20",:,:,0,
2009,ES,ES63,70.1,76927,"1,564.80","1,073.10",:,:,0,
2010,ES,ES63,69.6,79294,"1,588.83","1,073.60",:,:,0,
2011,ES,ES63,70.2,81621,"1,584.99","1,088.60",:,:,0,
2012,ES,ES63,69.1,83845,"1,534.79","1,025.40","110,964",:,0,
2013,ES,ES63,68,84539,"1,557.81","1,051.80","113,551",:,0,
2014,ES,ES63,67.2,84674,"1,548.48","1,055.80","122,323",:,0,
2015,ES,ES63,67.6,84692,"1,599.94","1,072.10","114,718",:,0,
2016,ES,ES63,68.5,84652,"1,641.45","1,081.10","133,903",:,0,
2017,ES,ES63,63.6,85034,"1,662.35",:,"123,562",:,0,
2007,ES,ES64,69.2,68967,"1,361.38",942,:,162,0,
2008,ES,ES64,69.1,71244,"1,411.54",956,:,153,0,
2009,ES,ES64,70.1,73365,"1,406.61",954,:,143,0,
2010,ES,ES64,69.6,76049,"1,423.18",950,:,111,0,
2011,ES,ES64,70.2,78866,"1,425.02",969,:,139,0,
2012,ES,ES64,69.1,81792,"1,377.83",919,"106,511",151,0,
2013,ES,ES64,68,83620,"1,394.46",935,"101,808",139,0,
2014,ES,ES64,67.2,83870,"1,402.89",948,"143,405",151,0,
2015,ES,ES64,67.6,84570,"1,457.99",972,"131,224",153,0,
2016,ES,ES64,68.5,84764,"1,501.67",989,"129,332",160,0,
2017,ES,ES64,63.6,84946,"1,527.13",:,"127,198",158,0,
2007,ES,ES70,69.2,1946077,"41,656.27","26,885","15,252,479","16,858",0,
2008,ES,ES70,69.1,1991954,"42,584.14","27,244.40","15,219,137","16,593",0,
2009,ES,ES70,70.1,2025490,"40,696.45","26,031.70","13,888,370","14,634",0,
2010,ES,ES70,69.6,2045163,"41,250.73","25,839.80","14,384,913","15,303",0,
2011,ES,ES70,70.2,2064871,"41,051.13","26,266.20","13,842,312","17,277",1,
2012,ES,ES70,69.1,2085938,"39,803.26","24,897.60","12,124,033","16,106",1,
2013,ES,ES70,68,2105234,"39,559.87","24,956.70","11,707,186","16,012",1,
